id,name,image,description,type,cost,slots,effects,requires
17f69535c25l0hyo1gmmkqtdazls9,Gurrang's Beast Claw,https://eldenring.fanapis.com/images/incantations/17f69535c25l0hyo1gmmkqtdazls9.png,"Superior incantation taught by Gurranq, the Beast Clergyman. ",Incantations,21,1,Creates beast claws to rend surroundings with shockwaves,"[{'name': 'Intelligence', 'amount': 0}, {'name': 'Faith', 'amount': 15}, {'name': 'Arcane', 'amount': 0}]"
17f69822dd3l0hyo1hzk48p9uymlan,Immutable Shield,https://eldenring.fanapis.com/images/incantations/17f69822dd3l0hyo1hzk48p9uymlan.png,One of the incantations of the Golden Order fundamentalists. ,Incantations,15,1,Increases left-hand shield's affinity/ailment resistance,"[{'name': 'Intelligence', 'amount': 19}, {'name': 'Faith', 'amount': 19}, {'name': 'Arcane', 'amount': 0}]"
17f692dbdc9l0hyo1jah0ket283h6d,Heal,https://eldenring.fanapis.com/images/incantations/17f692dbdc9l0hyo1jah0ket283h6d.png,Incantation of the Two Fingers' faithful.,Incantation,32,1,Heals HP for you and nearby allies.,"[{'name': 'Intelligence', 'amount': 0}, {'name': 'Faith', 'amount': 12}, {'name': 'Arcane', 'amount': 0}]"
17f69430705l0hyo1jpd17zxxmmdyl,Howl Of Shabriri,https://eldenring.fanapis.com/images/incantations/17f69430705l0hyo1jpd17zxxmmdyl.png,Incantation originating from the maddening Three Fingers. ,Incantations,21,1,"Shrieks, building up madness in nearby foes","[{'name': 'Intelligence', 'amount': 0}, {'name': 'Faith', 'amount': 33}, {'name': 'Arcane', 'amount': 0}]"
17f6926bc7dl0hyo1ku9wh0qz4eyh6,Great Heal,https://eldenring.fanapis.com/images/incantations/17f6926bc7dl0hyo1ku9wh0qz4eyh6.png,Superior incantation of the Two Fingers' faithful.,Incantations,45,1,Greatly Heals HP for self and nearby allies,"[{'name': 'Intelligence', 'amount': 0}, {'name': 'Faith', 'amount': 15}, {'name': 'Arcane', 'amount': 0}]"
17f693e76abl0hyo1mzypokk5gvlz,Greyoll's Roar,https://eldenring.fanapis.com/images/incantations/17f693e76abl0hyo1mzypokk5gvlz.png,"Superior incantation of Dragon Communion. Channels the power of Greyoll, the Elder Dragon. An incantation of legendary status.",Incantation,75,2,Emits the roar of Elder Dragon Greyoll.,"[{'name': 'Intelligence', 'amount': 0}, {'name': 'Faith', 'amount': 28}, {'name': 'Arcane', 'amount': 17}]"
17f68fa0c30l0hyo1qasgyir08s9kb,Inescapable Frenzy,https://eldenring.fanapis.com/images/incantations/17f68fa0c30l0hyo1qasgyir08s9kb.png,Incantation originating from the maddening Three Fingers. ,Incantations,32,1,Latches onto foes to spread madness,"[{'name': 'Intelligence', 'amount': 0}, {'name': 'Faith', 'amount': 21}, {'name': 'Arcane', 'amount': 0}]"
17f6904f3b2l0hyo1u5sqdw9zxr0g,Honed Bolt,https://eldenring.fanapis.com/images/incantations/17f6904f3b2l0hyo1u5sqdw9zxr0g.png,One of the incantations of the capital's ancient dragon cult.,Incantations,12,1,Strikes foe with lightning bolt from above,"[{'name': 'Intelligence', 'amount': 0}, {'name': 'Faith', 'amount': 24}, {'name': 'Arcane', 'amount': 0}]"
17f69773db5l0hyo3532itzerrsdj,Lansseax's Glaive,https://eldenring.fanapis.com/images/incantations/17f69773db5l0hyo3532itzerrsdj.png,Incantation that channels the powr of the ancient dragon Lansseax.,Incantations,35,1,Sweeps from above with red lightning glaive.,"[{'name': 'Intelligence', 'amount': 0}, {'name': 'Faith', 'amount': 40}, {'name': 'Arcane', 'amount': 0}]"
17f696de88al0hyo39vlr771is6fv,Lightning Fortification,https://eldenring.fanapis.com/images/incantations/17f696de88al0hyo39vlr771is6fv.png,Incantation of the Two Fingers' faithful. ,Incantations,20,1,Increass lighting damage negation,"[{'name': 'Intelligence', 'amount': 0}, {'name': 'Faith', 'amount': 10}, {'name': 'Arcane', 'amount': 0}]"
17f69602ae3l0hyo3a6ruzolnobp3o,Lord's Aid,https://eldenring.fanapis.com/images/incantations/17f69602ae3l0hyo3a6ruzolnobp3o.png,Incantation bestowed by the Two Fingers upon the Tarnished,Incantations,9,1,Alleviates poison / blood loss / sleep buildup for self / allies,"[{'name': 'Intelligence', 'amount': 0}, {'name': 'Faith', 'amount': 12}, {'name': 'Arcane', 'amount': 0}]"
17f6908485dl0hyo3bkdtot70uk3p4,Lightning Spear,https://eldenring.fanapis.com/images/incantations/17f6908485dl0hyo3bkdtot70uk3p4.png,"One of the incantations of the capital's ancient dragon cult. Summons a lightning spear and hurls it before the caster. Charging causes a lightning bolt to strike the point ofimpact. Long ago, Godwyn the Golden defeated the ancient dragon Fortissax, and befriended his fallen foe — an event that gave rise to the ancient dragon cult in the capital.",Incantations,14,1,Hurls lightning spear before caster,"[{'name': 'Intelligence', 'amount': 0}, {'name': 'Faith', 'amount': 17}, {'name': 'Arcane', 'amount': 0}]"
17f6933b1fdl0hyo3bz9d9loqhf9qh,Law Of Causality,https://eldenring.fanapis.com/images/incantations/17f6933b1fdl0hyo3bz9d9loqhf9qh.png,One of the incantations of the Golden Order fundamentalists.,Incantations,22,1,Retaliates upon receiving a number of blows,"[{'name': 'Intelligence', 'amount': 0}, {'name': 'Faith', 'amount': 0}, {'name': 'Arcane', 'amount': 0}]"
17f6908f509l0hyo3cd6br7iexs0ys,Litany Of Proper Death,https://eldenring.fanapis.com/images/incantations/17f6908f509l0hyo3cd6br7iexs0ys.png,One of the incantations of the Golden Order fundamentalists. ,Incantation,17,1,Creates image of Order to deal holy damage,"[{'name': 'Intelligence', 'amount': 17}, {'name': 'Faith', 'amount': 17}, {'name': 'Arcane', 'amount': 0}]"
17f693addcel0hyo3dh93zpcxbralt,Law Of Regression,https://eldenring.fanapis.com/images/incantations/17f693addcel0hyo3dh93zpcxbralt.png,"Incantation of the Golden Order fundamentalists. One of the key fundamentals. Heals all negative statuses, dispels special effects, and reveals mimicry in all its forms. The fundamentalists describe the Golden Order through the powers of regression and causality. Regression is the pull of meaning; that all things yearn eternally to converge.",Incantations,55,1,Heals all ailments and dispels all special effects,"[{'name': 'Intelligence', 'amount': 37}, {'name': 'Faith', 'amount': 0}, {'name': 'Arcane', 'amount': 0}]"
17f69522233l0hyo3e7aqun8itt9a,Lightning Strike,https://eldenring.fanapis.com/images/incantations/17f69522233l0hyo3e7aqun8itt9a.png,One of the incantations of the capital's ancient dragon cult.,Incantations,17,1,Summons lightning bolt that spreads from impact.,"[{'name': 'Intelligence', 'amount': 0}, {'name': 'Faith', 'amount': 28}, {'name': 'Arcane', 'amount': 0}]"
17f6988869dl0hyo4qsblr2lchs3q7,Lord's Divine Fortification,https://eldenring.fanapis.com/images/incantations/17f6988869dl0hyo4qsblr2lchs3q7.png,Incantation taught to Gideon the All-Knowing by the Two,Incantations,30,1,Greatly increases holy damage negation incl. allies,"[{'name': 'Intelligence', 'amount': 0}, {'name': 'Faith', 'amount': 27}, {'name': 'Arcane', 'amount': 0}]"
17f69634f78l0hyo4s4zggpkf72qsp,Lord's Heal,https://eldenring.fanapis.com/images/incantations/17f69634f78l0hyo4s4zggpkf72qsp.png,Incantation bestowed by the Two Fingers upon the Tarnished,Incantations,42,1,Massively heals HP for self and nearby allies,"[{'name': 'Intelligence', 'amount': 0}, {'name': 'Faith', 'amount': 20}, {'name': 'Arcane', 'amount': 0}]"
17f68fdec40l0hyo4sbk8kjcr4p6lp,Order Healing,https://eldenring.fanapis.com/images/incantations/17f68fdec40l0hyo4sbk8kjcr4p6lp.png,One of the incantations of the Golden Order fundamentalists.,Incantations,15,1,Alleviates death blight buildup,"[{'name': 'Intelligence', 'amount': 0}, {'name': 'Faith', 'amount': 0}, {'name': 'Arcane', 'amount': 0}]"
17f6962911el0hyo4s02nf0ie24nvc,Noble Presence,https://eldenring.fanapis.com/images/incantations/17f6962911el0hyo4s02nf0ie24nvc.png,Ancient power of the Godskin Nobles. ,Incantations,20,1,Thrust out belly with gusto to unelash repelling shockwave,"[{'name': 'Intelligence', 'amount': 0}, {'name': 'Faith', 'amount': 26}, {'name': 'Arcane', 'amount': 0}]"
17f692fa4d2l0hyo4uc4mjru3qoaee,Order's Blade,https://eldenring.fanapis.com/images/incantations/17f692fa4d2l0hyo4uc4mjru3qoaee.png,One of the incantations of the Golden Order fundamentalists. Used by hunters of Those Who Live in Death. Enchants armament held in the right hand with holy-affinity attacks. This incantation is especially damaging to Those Who Live in Death. Any felled by this incantation cannot be revived. The role of the hunters is to stamp out defiled reason - all for the perfection of the Golden Order.,Incantations,22,1,Enchanted right-hand armament with holy damage,"[{'name': 'Intelligence', 'amount': 13}, {'name': 'Faith', 'amount': 13}, {'name': 'Arcane', 'amount': 0}]"
17f69295d83l0hyo4wyff4k2r6tkno,Magic Fortification,https://eldenring.fanapis.com/images/incantations/17f69295d83l0hyo4wyff4k2r6tkno.png,"Incantation of the Two Fingers' faithful. Increases magic damage negation. This incantation can be cast while in motion. Follow the path that has been set for you, and you will make enemies of all others: the monks, the sorcerers, the ancient dragon knights, and the scions of gold. Heed me – the Lands Between offers no welcome to the Tarnished.",Incantations,20,1,Increases magic damage negation,"[{'name': 'Intelligence', 'amount': 0}, {'name': 'Faith', 'amount': 10}, {'name': 'Arcane', 'amount': 0}]"
17f6946750bl0hyo4yckgppsbgjyai,"O, Flame!",https://eldenring.fanapis.com/images/incantations/17f6946750bl0hyo4yckgppsbgjyai.png,Incantation of the Fire Monks.,Incantations,12,1,Momentarily sparks roaring flame from hand,"[{'name': 'Intelligence', 'amount': 0}, {'name': 'Faith', 'amount': 16}, {'name': 'Arcane', 'amount': 0}]"
17f6917092dl0hyo511p1ard3b4xwm,Magma Breath,https://eldenring.fanapis.com/images/incantations/17f6917092dl0hyo511p1ard3b4xwm.png,One of the incantations of Dragon Communion. ,Incantations,30,1,Channels wyrm to spew magma breath,"[{'name': 'Intelligence', 'amount': 0}, {'name': 'Faith', 'amount': 14}, {'name': 'Arcane', 'amount': 10}]"
17f6971f6b6l0hyo69cly6crooe39,Pest Threads,https://eldenring.fanapis.com/images/incantations/17f6971f6b6l0hyo69cly6crooe39.png,Incantation of the servants of rot.,Incantations,19,1,Launches countless sticky threads before caster,"[{'name': 'Intelligence', 'amount': 0}, {'name': 'Faith', 'amount': 11}, {'name': 'Arcane', 'amount': 0}]"
17f697ae98fl0hyo6a7rwr36m0lrsr,Protection Of The Erdtree,,"A superior incantation of Erdtree Worship. Increase damage negation for all affinities except physical, for both the caster and nearby allies. Hold to continue praying and delay activation. In the beginning, everything was in opposition to the Erdtree. But through countless victories in war, it became the embodiment of Order.",Incantations,30,1,Increases affinity damage negation for self & allies,"[{'name': 'Intelligence', 'amount': 0}, {'name': 'Faith', 'amount': 35}, {'name': 'Arcane', 'amount': 0}]"
17f6922607fl0hyo6c1nfqul6hljpg,Poison Armament,https://eldenring.fanapis.com/images/incantations/17f6922607fl0hyo6c1nfqul6hljpg.png,"Incantation of the servants of rot. Enchants armament held in the right hand with poison. This incantation can be cast while in motion. Those who dwell within poison know rot all too well. The death that begets life, that comes to all equally. That is to say: it is the cycle of rebirth put into practice.",Incantations,15,1,,"[{'name': 'Intelligence', 'amount': 0}, {'name': 'Faith', 'amount': 10}, {'name': 'Arcane', 'amount': 0}]"
17f6958b760l0hyo6c41h81a4ao9ihh,Placidusax's Ruin,https://eldenring.fanapis.com/images/incantations/17f6958b760l0hyo6c41h81a4ao9ihh.png,Power gleaned form the remembrance of Dragonlord Placidusax. ,Incantations,80,3,Spews golden breath of Dragonlord Placidusax,"[{'name': 'Intelligence', 'amount': 0}, {'name': 'Faith', 'amount': 36}, {'name': 'Arcane', 'amount': 0}]"
17f695abe1dl0hyo6ddrxsg47tz9j9,Poison Mist,https://eldenring.fanapis.com/images/incantations/17f695abe1dl0hyo6ddrxsg47tz9j9.png,Incantation of the servants of rot.,Incantations,18,1,Releases poison mist before caster.,"[{'name': 'Intelligence', 'amount': 0}, {'name': 'Faith', 'amount': 12}, {'name': 'Arcane', 'amount': 0}]"
17f69215aafl0hyo6fnokhkxl7dq4p,Radagon's Rings Of Light,https://eldenring.fanapis.com/images/incantations/17f69215aafl0hyo6fnokhkxl7dq4p.png,One of the incantations of the Golden Order fundamentalists.,Incantations,29,1,Creates golden ring of light to attack wide area,"[{'name': 'Intelligence', 'amount': 31}, {'name': 'Faith', 'amount': 31}, {'name': 'Arcane', 'amount': 0}]"
17f6968b28dl0hyo6loaay43jahfcp,Rotten Breath,https://eldenring.fanapis.com/images/incantations/17f6968b28dl0hyo6loaay43jahfcp.png,One of the incantations of Dragon Communion.,Incantations,36,1,Channels dragon to spew scarlet rot breath,"[{'name': 'Intelligence', 'amount': 0}, {'name': 'Faith', 'amount': 15}, {'name': 'Arcane', 'amount': 12}]"
17f695dd7d9l0hyo6nbzipolrbtuxg,Rejection,https://eldenring.fanapis.com/images/incantations/17f695dd7d9l0hyo6nbzipolrbtuxg.png,Incantation of the Two Fingers' faithful.,Incantation,9,1,Produces a shockwave that pushes away foes.,"[{'name': 'Intelligence', 'amount': 0}, {'name': 'Faith', 'amount': 12}, {'name': 'Arcane', 'amount': 0}]"
17f694d5050l0hyo7rhkcg4j0qaii,Smarag's Glintstone Breath,https://eldenring.fanapis.com/images/incantations/17f694d5050l0hyo7rhkcg4j0qaii.png,Superior incantation of Dragon Communion.,Incantations,36,1,Spews magic breath of Glintstone Dragon Smarag from above,"[{'name': 'Intelligence', 'amount': 0}, {'name': 'Faith', 'amount': 23}, {'name': 'Arcane', 'amount': 15}]"
17f69771088l0hyo7tmllgof77289o,Stone Of Gurranq,https://eldenring.fanapis.com/images/incantations/17f69771088l0hyo7tmllgof77289o.png,"Superior incantation taught by Gurranq, the Beast Clergyman. ",Incantations,15,1,Hurls a boulder before the caster,"[{'name': 'Intelligence', 'amount': 0}, {'name': 'Faith', 'amount': 13}, {'name': 'Arcane', 'amount': 0}]"
17f692aa326l0hyo81f3t0bbkonkwh,"Surge, O Flame!",https://eldenring.fanapis.com/images/incantations/17f692aa326l0hyo81f3t0bbkonkwh.png,Superior incantation of the Fire Monks.,Incantations,1,1,Incinerates area before caster with stream of fire,"[{'name': 'Intelligence', 'amount': 0}, {'name': 'Faith', 'amount': 9}, {'name': 'Arcane', 'amount': 0}]"
17f691c3d89l0hyo81xcmf8pooodpu,Shadow Bait,https://eldenring.fanapis.com/images/incantations/17f691c3d89l0hyo81xcmf8pooodpu.png,"Incantation of the Two Fingers' sewants, who once served as the",Incantations,15,1,Creates shadow that lures the aggression of foes of human build,"[{'name': 'Intelligence', 'amount': 0}, {'name': 'Faith', 'amount': 13}, {'name': 'Arcane', 'amount': 0}]"
17f692422c4l0hyo84mlas2e4zch5,Scouring Black Flame,https://eldenring.fanapis.com/images/incantations/17f692422c4l0hyo84mlas2e4zch5.png,"A black flame incantation of the Godskin Apostles. Sweeps a wide area before the caster with black flame. Charging enhances range. The black flame could once slay gods. But when Maliketh sealed Destined Death, the true power of the black flame was lost.",Incantations,27,1,Sweeps area before caster with black flame,"[{'name': 'Intelligence', 'amount': 0}, {'name': 'Faith', 'amount': 28}, {'name': 'Arcane', 'amount': 0}]"
17f6904109al0hyo84mydzpc5usap9,Scarlet Aeonia,https://eldenring.fanapis.com/images/incantations/17f6904109al0hyo84mydzpc5usap9.png,"Technique of Malenia, the Goddess of Rot. ",Incantations,56,3,Creates a giant flower that explodes with scarlet rot.,"[{'name': 'Intelligence', 'amount': 0}, {'name': 'Faith', 'amount': 35}, {'name': 'Arcane', 'amount': 0}]"
17f6925361el0hyo84va1dajld4erh,Swarm Of Flies,https://eldenring.fanapis.com/images/incantations/17f6925361el0hyo84va1dajld4erh.png,"A Blood Oath incantation, shared from the Lord of Blood's power. Releases a swarm of bloodflies before the caster to assault foes. The vile swarm deals damage and builds up onset of blood loss. This incantation can be cast while in motion. The new palace of the Lord of Blood lies in a swamp of festering blood, and these flies are said to spawn from excrement in that land. ",Incantations,14,1,Releases a swarm of bloodflies before the caster,"[{'name': 'Intelligence', 'amount': 0}, {'name': 'Faith', 'amount': 11}, {'name': 'Arcane', 'amount': 16}]"
17f69632226l0hyo91iqbjmg4xbw1,The Flame Of Frenzy,https://eldenring.fanapis.com/images/incantations/17f69632226l0hyo91iqbjmg4xbw1.png,Incantation originating from the maddening Three Fingers.,Incantation,16,1,Emits burst of yellow flame of frenzy from eyes,"[{'name': 'Intelligence', 'amount': 0}, {'name': 'Faith', 'amount': 16}, {'name': 'Arcane', 'amount': 0}]"
17f69603e55l0hyo92oip6kr38j99r,Theodorix's Magma,https://eldenring.fanapis.com/images/incantations/17f69603e55l0hyo92oip6kr38j99r.png,Superior incantation of Dragon Communion. Channels the power of the great wyrm Theodorix. Transforms caster into a great wyrm to spew a large volume of magma breath. Allows one follow-up attack. The name of the ancient troll warrior Theodorix lives on — as a hero of the War against the Giants.,Incantations,45,1,Spews magma breath of Theodorix from above,"[{'name': 'Intelligence', 'amount': 0}, {'name': 'Faith', 'amount': 21}, {'name': 'Arcane', 'amount': 14}]"
17f692da48al0hyo9dril53k44haam,Unendurable Frenzy,https://eldenring.fanapis.com/images/incantations/17f692da48al0hyo9dril53k44haam.png,Incantation originating from the maddening Three Fingers. Causes the yellow flame of frenzy to violently burst forth from the caster's eyes. Hold to continue channeling the flame. This incantation can be used while in motion. It is the maddening pain and unstoppable tears of those afflicted with the flame of frenzy brought into being. ,Incantations,42,1,Emits violent burst of yellow flame of frenzy from eyes.,"[{'name': 'Intelligence', 'amount': 0}, {'name': 'Faith', 'amount': 31}, {'name': 'Arcane', 'amount': 0}]"
17f6912a13el0hyo9e5e3yb9u659qs,Triple Rings Of Light,https://eldenring.fanapis.com/images/incantations/17f6912a13el0hyo9e5e3yb9u659qs.png,"One of the incantations of the Golden Order fundamentalists. Produces three rings of light and fires them forwards. The rings of light return to a position close to the caster before disappearing. This incantation can be cast repeatedly. A gift from the young Ivliquella to his father, Radagon.",Incantations,23,1,Fire three rings of light before the caster,"[{'name': 'Intelligence', 'amount': 23}, {'name': 'Faith', 'amount': 23}, {'name': 'Arcane', 'amount': 0}]"
17f690c2762l0hyo9glzbxuxlwc2dh,"Whirl, O Flame!",https://eldenring.fanapis.com/images/incantations/17f690c2762l0hyo9glzbxuxlwc2dh.png,Superior Incantation of the Fire Monks. ,Incantations,21,1,Sweeps area before caster with stream of fire,"[{'name': 'Intelligence', 'amount': 0}, {'name': 'Faith', 'amount': 13}, {'name': 'Arcane', 'amount': 0}]"
17f694ba1f5l0hyo9j21xk3iv8ws5v,Vyke's Dragonbolt,https://eldenring.fanapis.com/images/incantations/17f694ba1f5l0hyo9j21xk3iv8ws5v.png,"Incantation of Vyke, knight of the Roundtable Hold.",Incantations,27,1,Enchants right-hand armament with lightning damage,
17f698ccf55l0hyo9juunjo3lodn1n,Urgent Heal,https://eldenring.fanapis.com/images/incantations/17f698ccf55l0hyo9juunjo3lodn1n.png,Incantation of the Two Fingers faithful.,Incantation,16,1,Heals a small amount of HP.,"[{'name': 'Intelligence', 'amount': 0}, {'name': 'Faith', 'amount': 8}, {'name': 'Arcane', 'amount': 0}]"
17f693ca95el0hyo9lhohewhkatfd,Wrath Of Gold,https://eldenring.fanapis.com/images/incantations/17f693ca95el0hyo9lhohewhkatfd.png,"Superior Erdtree Worship incantation. Produces a golden shockwave that knocks back nearby foes. Charging increases the size of the shockwave. This incantation was discovered when the Elden Ring was shattered, and it was feared as a sign of the Erdtree's wrath.",Incantations,40,1,Produces golden shockwave that knocks back foes,"[{'name': 'Intelligence', 'amount': 0}, {'name': 'Faith', 'amount': 32}, {'name': 'Arcane', 'amount': 0}]"
